Theodore Wores	Question: question: Where was Theodore Wores born?	Ref: San Francisco	Pred: San Francisco	Context: Theodore Wores (August 1, 1859 – September 11, 1939) was an American painter born in San Francisco, son of Joseph Wores and Gertrude Liebke.  His father worked as a hat manufacturer in San Francisco. Wores began his art training at age twelve in the studio of Joseph Harrington, who taught him color, composition, drawing and perspective.  When the San Francisco School of Design opened in 1874, Wores was one of the first pupils to enroll.  After one year at that school under the landscape painter Virgil Macey Williams, he continued his art education at the Royal Academy in Munich where he spent six years.  He also painted with William Merritt Chase and Frank Duveneck.  Wores returned to San Francisco in 1881.  He went to Japan for two extended visits and had successful exhibitions of his Japanese paintings in New York City and London, where he became friends with James Abbott McNeill Whistler and Oscar Wilde.He visited Hawaii and Samoa in 1901-1902 and established a home in San Francisco about 1906.  He visited Hawaii for a second time in 1910–1911.  He was married in 1910 in San Francisco to Carolyn Bauer. For the remainder of his career, Wores painted the coast on the western edge of San Francisco.  He died from a heart attack in San Francisco Sept. 11, 1939.
Henry Roderick Newman	Question: question: Where did Newman live after the war?	Ref: Italy	Pred: Italy	Context: Henry Roderick Newman (March 4, 1843 Easton, New York - December 1, 1917, Florence, Italy) was an American landscape and still-life painter, influenced by the Pre-Raphaelite style. In 1853, his family moved to New York City. Around 1860 he began studying to become a doctor, like his father but, in his spare time, taught himself to paint.When his father died, in 1861, he gave up medicine and, at the age of eighteen, declared his intention to become a painter. His mother, naturally displeased, gave him one year to prove that he could support himself that way. In response, he spent six months painting landscapes in Stockbridge, Massachusetts, after which he sent three paintings to the National Academy of Design. From 1864, he was a member of the American, Pre-Raphaelite-inspired, Association for the Advancement of the Cause of Truth in Art.In 1868, he was attracted to Florida for health reasons and became one of the first well-known American painters to work there, near St. Augustine. In spring 1870 he went to France, where he briefly studied with Jean-Léon Gérôme, but was dissatisfied with his methods. Shortly after the outbreak of the Franco-Prussian War, he moved to Italy, where he lived for the rest of his life.There, he focused on architectural scenes and floral studies. In 1877, English critic John Ruskin saw his work and suggested subjects for him to paint, some of which he commissioned. Newman was married in 1883 to Englishwoman Mary Watson Willis.Beginning in 1887 he began spending winters in Egypt, remaining there several months every year. He returned to Egypt nearly every winter for the rest of his life. Most of the works he created on those visits are watercolors of ancient structures, especially of the Temple of Philae, rather than the usual Orientalist scenes. In 1896-1897 he visited Japan, where he did a group of architectural and landscape views.
Peter Stretch	Question: question: When did Peter Stretch marry Margery Hall?	Ref: May	Pred: May 25, 1688 – July 27, 1746)	Context: Peter Stretch (October 14, 1670 – September 11, 1746) was among the most prominent early American clockmakers and among the first makers of scientific instruments in America. He was born on October 14, 1670, at Leek, Staffordshire, England. Like many  English clockmakers, he belonged to the Society of Friends, also called Quakers. The earliest known clockmakers in Leek came from the Stretch Quaker family.  Samuel Stretch, his uncle, was making lantern clocks in Leek in 1670. Peter Stretch acquired an intimate knowledge of the art from some of the finest clockmakers in England — Thomas Tompion, George Graham, and Daniel Quare.He married Margery Hall (May 25, 1688 – July 27, 1746) at Chesterfield, Derby, England on May 18, 1693.
Gifford Beal	Question: question: What was Gifford's older brother's name?	Ref: Reynolds Beal	Pred: Reynolds Beal	Context: Gifford Beal (January 24, 1879 – February 5, 1956) was an American painter, watercolorist, printmaker and muralist. Born in New York City, Gifford Beal was the youngest son in a family of six surviving children. His oldest brother Reynolds Beal (1866–1951) also went on to become an accomplished painter as did his niece Marjorie Acker (1894–1985), who married Duncan Phillips, the founder of The Phillips Collection of Washington D.C.Beal knew from an early age that he wanted to paint. Between 1892 and 1901 he studied with William Merritt Chase (1849–1916) on weekends in New York City and during the summer at Chase’s Shinnecock Hills Summer School of Art on Long Island.After graduating from Princeton University in 1900 he studied at the Art Students League of New York from 1901 to 1903 with George Brandt Bridgman (1864–1943) and Frank Vincent DuMond (1865–1951).
Sarah Furman Warner Williams	Question: question: What nationality was Sarah Furman Warner Williams?	Ref: American	Pred: American	Context: Sarah Furman Warner Williams (1764 — 1848) was an American embroiderer and quiltmaker. Her coverlet, which she made in 1803 to honor the marriage of her 17-year old cousin Phebe Berrien Warner to Henry Cotheal, is included in the collection of the Metropolitan Museum of Art. Needlework pieces by Williams are in the collection of the Winterthur Museum, Garden and Library.
Elizabeth Schuyler Hamilton	Question: question: What was the name of the first private orphanage in New York City?	Ref: Graham Windham	Pred: Graham Windham	Context: Elizabeth Hamilton (née Schuyler ; August 9, 1757 – November 9, 1854), also called Eliza or Betsey, was an American socialite and philanthropist. Married to American Founding Father Alexander Hamilton, she was a defender of his works and co-founder and deputy director of Graham Windham, the first private orphanage in New York City. Eliza is recognized as an early American philanthropist for her work with the Orphan Asylum Society.
Jean-Baptiste Huet	Question: question: Where is the Dairymaid located?	Ref: Musée Cognacq-Jay	Pred: Paris	Context: Jean-Baptiste Marie Huet (Paris, 15 October 1745 – Paris, 27 January 1811) was a French painter, engraver and designer associated with pastoral and genre scenes of animals in the Rococo manner, influenced by François Boucher.Born into a family of artists— his uncle was Christophe Huet, his father Nicolas Huet—he apprenticed with the animal painter Charles Dagomer, a member of the painters' guild, the Académie de Saint-Luc, Paris, who was working in the 1760s. Huet’s interest in printmaking and his acquaintance with Gilles Demarteau, who later engraved many of his compositions, both date from this period. About 1764 Huet entered the studio of Jean-Baptiste Le Prince, where he further developed his printmaking skills, largely reproducing his own paintings, a method of publishing them with some profit.In 1768 he was approved (agréé) by the Académie Royale, and 29 July 1769 he was received (reçu) in the minor category (petite manière) of painter of animals and was well received in the public reviews when he began to exhibit at the Paris Salon that same year, with a Dog Attacking Geese, now at the Louvre. He continued to exhibit annually until 1789, though his attempts at the grand manner of history painting, considered the noblest genre, were not met with approval.The most important of his paintings were his morceau de réception, the Fox among the Chickens  (San Francisco,  California Palace of the Legion of Honor), The Dairymaid  (Paris, Musée Cognacq-Jay).Huet is equally known for his designs for the decorative arts.  He provided scenic vignettes to be printed by copperplate on cottons at the manufacture of toiles de Jouy directed by Oberkampf. Lengths of these may be seen at The Detroit Institute of Arts, the Musée des Arts Décoratifs, the Victoria and Albert Museum, the Metropolitan Museum of Art and many other institutions. His ink-and-wash drawings and studies of animals and children are also admired.In the 1780s he provided tapestry cartoons for the manufacture at Beauvais. A suite of thirteen hangings of pastorals was in the Isaac de Camondo bequest to the Louvre. In 1790 he remained attached to the reorganized and combined tapestry manufacture of Gobelins and Beauvais.
Sally Miller	Question: question: Who was the mother of Sally Miller?	Ref: Miller	Pred: Louis Belmonti	Context: Sally Miller, born Salomé Müller (c. 1814 – ?), was an American women enslaved sometime in the late 1810s, whose freedom suit in Louisiana was based on her claimed status as a free German immigrant and indentured servant born to non-enslaved parents. The case attracted wide attention and publicity because of the issue of "white" slavery. In Sally Miller v. Louis Belmonti (1845 La), the Louisiana Supreme Court ruled in her favor, and Miller gained freedom.Despite the doctrine of partus sequitur ventrum incorporated into state law, by which children followed the legal status of their mother at the time of birth, Miller was not successful in her attempt to gain freedom from slavery for her three surviving children. In a case settled in her favor by the judge, she won a case in which her former master John Fitz Miller tried to clear his name by proving that she was part-black and had been born into slavery in Miller v. Miller (1849 La). His appeal to the State Supreme Court was dismissed. Her identity remains controversial.
Candace Wheeler	Question: question: What was the New York Exchange for Women's?	Ref: Work	Pred: 1878	Context: Candace Wheeler (née Thurber; March 24, 1827 – August 5, 1923), often credited as the "mother" of interior design, was one of America's first woman interior and textile designers. She is noted for helping to open the field of interior design to women, supporting craftswomen, and for encouraging a new style of American design.  She founded both the Society of Decorative Art in New York City (1877) and the New York Exchange for Women's Work (1878).Wheeler was associated with the Colonial Revival, Aesthetic Movement, and the Arts and Crafts Movement throughout her long career, Wheeler was considered a national authority on home decoration.  Wheeler is also noted for designing the interior of the Women's Building at the 1893 World's Columbian Exposition in Chicago, IL.
F. Schumacher & Co.	Question: question: What is the name of the company that F. Schumacher & Co. sells fabric under?	Ref: Patterson Flynn Martin	Pred: Schumacher, Patterson Flynn Martin, Backdrop, F. Schumacher & Co	Context: F. Schumacher & Co. is a privately held company based in New York City and Fort Mill, South Carolina, that designs products for the interior design industry in the United States. Established in 1889 by Frederic Schumacher, F. Schumacher & Co. is a fifth generation business and the only supplier of decorative textiles from the 19th century still privately owned and managed by direct descendants of its founder. The company sells fabric, wall covering, trimming, floorcovering, finished goods, paint, as well as print media, social and digital platforms under five brands, Schumacher, Patterson Flynn Martin, Backdrop, Freddie and Frederic. F. Schumacher & Co. currently maintains 18 showrooms in several countries and sells to the interior design trade.
Clarissa Peters Russell	Question: question: Where did Clarissa Peters Russell marry?	Ref: Rhode Island	Pred: Providence, Rhode Island	Context: Clarissa Peters Russell (February 1, 1809 – August 12, 1854) was an American miniaturist. Her name is often given as Mrs. Moses B. Russell.A native of Andover, Massachusetts, Russell was one of twelve children; her younger sister, Sara Peters Grozelier, also became a miniaturist. Their parents were Elizabeth Farrington Davis and John Peters; the Peters family had long been prominent in local affairs, and her father served as chairman of the town's board of selectmen. The details of Clarissa's early education are not known, but it has been suggested that she studied at the Franklin Academy, the first incorporated school in Massachusetts to admit women and the institution attended by her sister Emily from 1836 to 1838. Early in her professional life she is believed to have taught at the Blue Hill Academy in Blue Hill, Maine. She is known to have been in that town in 1831, and it is thought that she may have received some instruction in watercolor painting from Jonathan Fisher, a local polymath and graduate of Harvard University. By 1835 she was in Boston, painting miniatures and giving instruction in the art as well. Clarissa married the painter Moses B. Russell, with whom she had sought instruction in painting, in Providence, Rhode Island, in 1839; their son, Albert Cuyp Russell, became an engraver and illustrator who worked with his uncle, Leopold Grozelier.The Russells were active in Boston from around 1842 to 1854, living on School Street and exhibiting work at the Boston Athenaeum; Clarissa also showed work at the Boston Artists Association, in 1842 and 1843, and at the  Art and Mechanics Associations. Her first exhibition was in 1841, at the Third Exhibition of the Massachusetts Charitable Mechanic Association; the Boston Evening Transcript gave her a favorable notice. She and her husband worked closely together, and their styles are similar enough that it is difficult to tell their work apart; furthermore, her paintings, which are often either unsigned or bear her husband's name, have sometimes been mistaken for those of Joseph Whiting Stock. Her style, which is reminiscent of that of her New England contemporaries such as William Matthew Prior, has been called by one writer "highly finished though somewhat defective in drawing"; another has spoken of her "penchant for realism in combination with decorative fabric". She appears to have specialized in portraits of children, given the numbers of these from her hand which have survived.Russell remained actively sought after as a portraitist until her death. She was buried either in the Second Burying Ground in North Andover, Massachusetts, or in Ridgewood Cemetery, also in North Andover; one of the markers is a cenotaph, but it is not known which. The latter marker honors her husband and son as well. Such was her stature that the Boston Atlas memorialized her with a front-page obituary, and notices were published in other papers as well.A self-portrait by Russell, dating to around 1850, was included in the inaugural exhibition of the National Museum of Women in the Arts, American Women Artists 1830–1930, in 1987. A portrait of a baby and dog attributed to her is currently in the collection of the Metropolitan Museum of Art, as are another portrait of a baby and a painting of the three Starbird children of Charlestown, Massachusetts; this last is the only one of the three whose attribution to her is secure. Another miniature of a child is in the Cincinnati Art Museum.  An album of watercolors of flowers and plants, likely her earliest surviving work, is currently owned by the North Andover Historical Society. Her paintings are sometimes described as having "primitive vestiges", and her work is highly sought after by collectors of folk art.== References ==
Byrdcliffe Colony	Question: question: In what country is the Byrdcliffe Colony located?	Ref: America	Pred: America	Context: The Byrdcliffe Colony, also called the Byrdcliffe Arts Colony or Byrdcliffe Historic District, was founded in 1902 near Woodstock, New York by  Jane Byrd McCall and Ralph Radcliffe Whitehead and colleagues, Bolton Brown (artist) and Hervey White (writer). It is the oldest operating arts and crafts colony in America. The Arts and Crafts movement arose in the late nineteenth century in reaction to the dehumanizing monotony and standardization of industrial production. Byrdcliffe was created as an experiment in utopian living inspired by the Arts and Crafts movement.The colony is still in operation today and is located on 300 acres (1.2 km2) with 35 original buildings, all designed in the Arts and Crafts style. There is a self-guided walking tour through the compound as well as a hiking path that leads to the mountain top which gives way to scenic Catskill views.Along with ongoing music, theater and art performances held in the Byrdcliffe Theater, Barn and on property lawns, The Byrdcliffe Colony hosts an Artist-In-Residence program that houses over 70 artists each summer who practice in a wide variety of fields and media. The program accepts writers, composers, and visual artists. Byrdcliffe maintains an exhibition and performance space in the heart of Woodstock, the Kleinert/James Center for the Arts, which hosts 6 or 7 exhibitions of primarily contemporary art annually.
Samuel Folwell	Question: question: What is the name of the museum where Samuel Folwell's work is found?	Ref: Winterthur Museum	Pred: Metropolitan Museum of Art	Context: Samuel Folwell (1764–1813) was an American artist who worked in the 18th and 19th century. He is best known for creating works of mourning art which are pieces that memorialize loved ones and sometimes incorporate hair or mementos of the deceased.Samuel and his wife, Elizabeth, ran an art school for girls in Philadelphia. He often sketched works on silk after which girls attending the school would embroider over the designs. His works are in notable museums including the Metropolitan Museum of Art, the Museum of American Folk Art, Winterthur Museum, Garden, and Library, and the Yale University Art Gallery.== References ==
Lucy Hayward Barker	Question: question: Where was Lucy Ellen Hayward Barker born?	Ref: Portage Lake	Pred: Portage Lake, Maine	Context: Lucy Ellen Hayward Barker (November 29, 1872 – November 16, 1948) was an American painter.Born in Portage Lake, Maine, Barker attended St. John's Academy in Presque Isle, before spending two years at St. Catherine's Hall, an Episcopal school in Augusta. She then studied at the School of the Museum of Fine Arts in Boston; her instructors included Frank Weston Benson, Alger V. Currier, Philip Leslie Hale, and Edmund Charles Tarbell. Associated with the American Impressionists, she kept a studio in Boston from 1898 until her marriage to Roy Barker in 1906. After motherhood, in 1929, she resumed her career in Maine, working in Presque Isle. She is buried in that town's Fairmount Cemetery; her daughter claimed that she literally died "with a paint brush in her hand".A drawing of Alice Tobey by Barker is in the collection of the Metropolitan Museum of Art, and her work is also owned by the Fine Arts Museums of San Francisco and the Pennsylvania Academy of the Fine Arts. One of her pieces is in the Cathedral Church of St. Luke in Portland. A collection of her papers, donated by her daughter, is owned by the Archives of American Art at the Smithsonian Institution.== References ==
Annie Traquair Lang	Question: question: Who was Annie Traquair Lang's mentor?	Ref: William Merritt Chase	Pred: William Merritt Chase	Context: Annie Traquair Lang (September 8, 1885 – November 8, 1918) was an American Impressionist painter, known for experimental impasto brushstrokes and jewel-tone abstracted forms. She exhibited portraits, still lifes and landscapes at two dozen venues in Europe and the U.S., and institutions including the Metropolitan Museum of Art acquired her works. She was acclaimed in publications including the New York Times and The International Studio. She also earned praise for her collection of paintings by her mentor, William Merritt Chase, with whom she traveled in Europe and California. She was considered the Chase pupil "who best assimilated his technique and verve."
Thomas Sidney Cooper	Question: question: Where did Thomas Sidney Cooper settle in 1827?	Ref: Brussels	Pred: Brussels	Context: Thomas Sidney Cooper  (26 September 1803 – 7 February 1902) was an English landscape painter noted for his images of cattle and farm animals. Thomas Sidney Cooper was born in St Peter's Street in Canterbury, Kent, and as a small child he began to show strong artistic inclinations, but the circumstances of his family did not allow him to receive any systematic training.  By the time he was twelve years old, he was working in the shop of a coach painter. Later he obtained a job as a scene painter; and he alternated between these two occupations for about eight years. He still felt a desire to become an artist, and all his spare moments were spent drawing and painting from nature. At the age of twenty he went to London, drew for a while in the British Museum, and was admitted as a student of the Royal Academy.He then returned to Canterbury, where he was able to earn a living as a drawing-master and by the sale of sketches and drawings. In 1827 he settled in Brussels and married; there he met Eugène Joseph Verboeckhoven. Because of the Belgian Revolution he returned to London, and by showing his first picture at the Royal Academy (1833) began an unprecedentedly prolonged career as an exhibitor. When the competition was announced for the decoration for the new Houses of Parliament, to be held at Westminster Hall in 1847, Cooper submitted The Defeat of Kellermann's Cuirassiers and Carabiniers by Somerset's Cavalry Brigade at Waterloo, June 18, 1815, without success. In order to complete the picture, the artist used Siborne's model of the battlefield then on exhibition in London, while a friend in Brussels sent him breastplates worn by the various cavalry regiments, and a trooper of the Life Guards acted as a model.He is mainly associated with pictures of cattle or sheep, a fact that earned him the epithet "Cow Cooper". Cooper collaborated between 1847 and 1870 with Frederick Richard Lee R.A. on several paintings, Lee undertaking the landscapes, and Cooper adding animals to complete the scene. He was elected an Associate of the Royal Academy (ARA) in 1845 and Royal Academician (RA) on 22 June 1867. The oldest member of the Royal Academy of Arts at the time of the accession of King Edward VII in 1901, Cooper was in July 1901 received by the King in audience, and appointed a Commander of the Royal Victorian Order (CVO).He was a great philanthropist in Canterbury, and used some of his wealth to distribute bread and coal to the poor at Christmas. The Alms Houses in Chantry Lane Canterbury are wrongly attributed to him as they were donated by Thomas Sankey Cooper and his brother Henry. Most notably in 1882 he developed his private art lessons into a full-fledged art school in Canterbury, located at his home and studio in St Peter's Street. Originally called the Canterbury Sidney Cooper School of Art, Cooper's art school is still in existence although it is now called the University for the Creative Arts. Amongst Cooper's more well-known students was Mary Tourtel, creator and illustrator of the Rupert Bear books for children.He wrote his reminiscences, under the title of My Life, in 1890. The largest public collection of Cooper paintings is owned by Canterbury City Council and housed at the Beaney House of Art & Knowledge in Canterbury. Examples are also held by the Tate Gallery, London, and the Victoria and Albert Museum, London, and other public collections, mainly in Britain.
Peter Moran	Question: question: What type of school was St Aloysius' College?	Ref: Jesuit day	Pred: Jesuit day school	Context: Peter Antony Moran (born 13 April 1935) is the former Roman Catholic Bishop of the Diocese of Aberdeen, Scotland. Moran was born in Glasgow. After early schooling in Lanarkshire and East Dunbartonshire, he spent nine years in further primary and then secondary education at St Aloysius' College, Glasgow, a Jesuit day school.
William Jennys	Question: question: What museum is in New York City?	Ref: Metropolitan Museum of Art	Pred: Metropolitan Museum of Art	Context: William Jennys (1774–1859), also known as J. William Jennys, was an American primitive portrait painter who was active from about 1790 to 1810.  He traveled throughout New England seeking commissions in rural areas and small towns.His early works are characterized by broadly modeled faces with a minimum of costume detail and bare backgrounds.  Both the costumes and backgrounds became more detailed as his career progressed.  The Connecticut Historical Society (Hartford, Connecticut), Currier Museum of Art (Manchester, New Hampshire), the Farnsworth Art Museum (Rockland, Maine), the Lyman Allyn Art Museum (New London, Connecticut), the Honolulu Museum of Art, the Metropolitan Museum of Art (New York City), the Minneapolis Institute of Arts, the Museum of Fine Arts, Boston, the National Gallery of Art (Washington D.C.), the Rockefeller Folk Art Collection (Colonial Williamsburg) the Utah Museum of Fine Arts (Salt Lake City), the Museum of Arts and Sciences (Daytona Beach) and Wake Forest University Fine Arts Gallery (Winston-Salem, North Carolina), are among the public collections holding work by William Jennys.
Lydia Field Emmet	Question: question: What was the name of Lydia Field?	Ref: Emmet	Pred: Emmet	Context: Lydia Field Emmet (January 23, 1866 – August 16, 1952) was an American artist best known for her work as a portraitist. She studied with, among others, prominent artists such as William Merritt Chase, Harry Siddons Mowbray, Kenyon Cox and Tony Robert-Fleury. Emmet exhibited widely during her career, and her paintings can now be found hanging in the White House, and many prestigious art galleries, including the Metropolitan Museum of Art.
Charles R. Knight	Question: question: Where are Knight's paintings currently on display?	Ref: United States	Pred: Major museums in the United States	Context: Charles Robert Knight (October 21, 1874 – April 15, 1953) was an American wildlife and paleoartist best known for his detailed paintings of dinosaurs and other prehistoric animals. His works have been reproduced in many books and are currently on display at several major museums in the United States. One of his most famous works is a mural of Tyrannosaurus and Triceratops, which helped establish the two dinosaurs as "mortal enemies" in popular culture. Working at a time when many fossil discoveries were fragmentary and dinosaur anatomy was not well understood, many of his illustrations have later been shown to be incorrect representations. Nevertheless, he has been hailed as "one of the great popularizers of the prehistoric past".
Augustus Lukeman	Question: question: What is the name of the monument Lukeman created in Georgia?	Ref: Stone Mountain Confederate Memorial	Pred: Stone Mountain Confederate Memorial	Context: Henry Augustus Lukeman (January 28, 1872 – April 3, 1935) was an American sculptor, specializing in historical monuments. Noted among his works are the World War I monument in Prospect Park, Brooklyn, the Kit Carson Monument in Trinidad, Colorado and the Stone Mountain Confederate Memorial in Georgia.
Leonard Crunelle	Question: question: In what city was Leonard Crunelle born?	Ref: Lens	Pred: Lens, Pas-de-Calais	Context: Leonard Crunelle (July 8, 1872 in Lens, Pas-de-Calais – 1944) was a French-born American sculptor especially known for his sculptures of children. Crunelle immigrated with his family to the United States and worked as a coal miner in Decatur, Illinois.Lorado Taft discovered him as a youth and brought him to Chicago where he was an apprentice to the sculptors decorating the 1893 World's Fair Horticultural Exhibit. He studied at the Art Institute of Chicago with Taft.
Lorado Taft	Question: question: What nationality was Taft?	Ref: American	Pred: American	Context: Lorado Zadok Taft (April 29, 1860, in Elmwood, Illinois – October 30, 1936, in Chicago) was an American sculptor, writer and educator. His 1903 book, The History of American Sculpture, was the first survey of the subject and stood for decades as the standard reference. He has been credited with helping to advance the status of women as sculptors.Taft was the father of U.S. Representative Emily Taft Douglas, father-in-law to her husband, U.S. Senator Paul Douglas, and a distant relative of U.S. President William Howard Taft.
Benjamin Smith	Question: question: What band was Ben Smith a part of?	Ref: Serafin	Pred: SerafinBenjamin Smith	Context: Ben or Benjamin Smith may refer to: Ben Smith (musician) (1905–?), American alto saxophonist and clarinetistBen Fox Smith (born 1978), singer of band SerafinBenjamin Smith (actor) (born 1989), television actorBenjamin Smith (engraver) (1754–1833), British engraverBennie Smith (1933–2006), guitaristDoc Brown (rapper) (Benjamin Harvey Bailey Smith, born 1977), British entertainer
David Hosack	Question: question: Who did Hosack care for Alexander Hamilton?	Ref: Aaron Burr	Pred: David Hosack	Context: David Hosack   (August 31, 1769 – December 22, 1835) was a noted American physician, botanist, and educator. He remains widely known as the doctor who tended to the fatal injuries of Alexander Hamilton after his duel with Aaron Burr in July 1804, and who had similarly tended to Hamilton's son Philip after his fatal 1801 duel with George Eacker. He established several institutions including Elgin Botanic Garden and a medical school at Rutgers University.
William Lightfoot Price	Question: question: In what state was William Lightfoot Price a pioneer?	Ref: Delaware	Pred: Pennsylvania	Context: William Lightfoot Price (November 9, 1861 – October 14, 1916) was an American architect, a pioneer in the use of reinforced concrete, and a founder of the utopian communities of Arden, Delaware and Rose Valley, Pennsylvania.
E. B. Bensell	Question: question: What was the real name of the artist and illustrator?	Ref: Edmund Birckhead Bensell	Pred: E. B. Bensell	Context: Edmund Birckhead Bensell (June 11, 1842 – November 24, 1894) was an American artist and illustrator, usually known as E. B. Bensell. While an accomplished painter, he is best known for his ink drawings, particularly his illustrations for Charles F. Hazeltine's edition of Shakespeare.
Louis Kronberg	Question: question: Who painted Behind the Footlights?	Ref: Louis Kronberg	Pred: Louis Kronberg	Context: Louis Kronberg (1872–1965) was an American figure painter, art dealer, advisor, and teacher. Among his best-known works are Behind the Footlights (Pennsylvania Academy, Philadelphia) and The Pink Sash (Metropolitan Museum, New York).
Henry Kirke Bush-Brown	Question: question: Where was Bush-Brown raised?	Ref: Newburgh	Pred: Newburgh, New York	Context: Henry Kirke Bush-Brown (1857–1935) was an American sculptor and the adopted nephew of sculptor Henry Kirke Brown. He was raised in Newburgh, New York and attended the National Academy of Design in New York City.He became known for historically accurate realist sculptures illustrating American history.Bush-Brown was married to the painter Margaret Lesley Bush-Brown, with whom he had three surviving children; their daughter, Lydia, became a noted designer.Bush-Brown was the first president of the Arts Club of Washington.
F. O. C. Darley	Question: question: Who was the illustrator known for?	Ref: Washington Irving	Pred: Felix Octavius Carr	Context: Felix Octavius Carr ("F. O. C.") Darley (June 23, 1822 – March 27, 1888) was an American illustrator, known for his illustrations in works by well-known 19th-century authors, including James Fenimore Cooper, Charles Dickens, Mary Mapes Dodge, Nathaniel Hawthorne, Washington Irving, George Lippard, Henry Wadsworth Longfellow, Donald Grant Mitchell, Clement Clarke Moore, Francis Parkman, Harriet Beecher Stowe and Nathaniel Parker Willis.
William Savery	Question: question: What group did William Savery aspire to protect?	Ref: Native Americans	Pred: The Native Americans	Context: William Savery (July 14, 1750 - June 19, 1804) was an American Quaker, an active preacher, an abolitionist and a defender of the rights of Native Americans.In 1798, during his traveling ministry to Europe, he preached at a Quaker meeting for worship in Norwich, England, which was attended by Elizabeth Fry and he became one of the three people who inspired her to follow a deeper Quakerism working for the poor, the sick, and for radical prison reform.
John Whetton Ehninger	Question: question: Who was a painter and etcher?	Ref: John Whetten Ehninger	Pred: John Whetten Ehninger	Context: John Whetten Ehninger (July 22, 1827 New York City - January 22, 1889 Saratoga, New York) was a United States painter and etcher. He graduated from Columbia University in 1847. He was a pupil of Couture in Paris 1848–1849, and afterward studied at Düsseldorf and other art centres 1851–1852.Ehninger moved to Europe after graduating from Columbia University. There, he pursued his academic training in France, Germany, and Italy. A budding artist, he was eager to learn more about the old masters and to hone his skills. He spent some time in Germany. During his time there he developed a penchant for drawing scenes of daily life, a trait that was to remain for the rest of his career.
William Morris	Question: question: What nationality was William Morris?	Ref: British	Pred: British	Context: William Morris (24 March 1834 – 3 October 1896) was a British textile designer, poet, artist, fantasy writer, architectural conservationist, printer, translator and socialist activist associated with the British Arts and Crafts Movement. He was a major contributor to the revival of traditional British textile arts and methods of production. His literary contributions helped to establish the modern fantasy genre, while he helped win acceptance of socialism in fin de siècle Great Britain.Morris was born in Walthamstow, Essex, to a wealthy middle-class family. He came under the strong influence of medievalism while studying Classics at Oxford University, there joining the Birmingham Set. After university, he married Jane Burden, and developed close friendships with Pre-Raphaelite artists Edward Burne-Jones and Dante Gabriel Rossetti and with Neo-Gothic architect Philip Webb. Webb and Morris designed Red House in Kent where Morris lived from 1859 to 1865, before moving to Bloomsbury, central London. In 1861, Morris founded the Morris, Marshall, Faulkner & Co. decorative arts firm with Burne-Jones, Rossetti, Webb, and others, which became highly fashionable and much in demand. The firm profoundly influenced interior decoration throughout the Victorian period, with Morris designing tapestries, wallpaper, fabrics, furniture, and stained glass windows. In 1875, he assumed total control of the company, which was renamed Morris & Co.Morris rented the rural retreat of Kelmscott Manor, Oxfordshire, from 1871 while also retaining a main home in London. He was greatly influenced by visits to Iceland with Eiríkur Magnússon, and he produced a series of English-language translations of Icelandic Sagas. He also achieved success with the publication of his epic poems and novels, namely The Earthly Paradise (1868–1870), A Dream of John Ball (1888), the Utopian News from Nowhere (1890), and the fantasy romance The Well at the World's End (1896). In 1877, he founded the Society for the Protection of Ancient Buildings to campaign against the damage caused by architectural restoration. He was influenced by anarchism in the 1880s and became a committed revolutionary socialist activist. He founded the Socialist League in 1884 after an involvement in the Social Democratic Federation (SDF), but he broke with that organisation in 1890. In 1891, he founded the Kelmscott Press to publish limited-edition, illuminated-style print books, a cause to which he devoted his final years.Morris is recognised as one of the most significant cultural figures of Victorian Britain. He was best known in his lifetime as a poet, although he posthumously became better known for his designs. The William Morris Society founded in 1955 is devoted to his legacy, while multiple biographies and studies of his work have been published. Many of the buildings associated with his life are open to visitors, much of his work can be found in art galleries and museums, and his designs are still in production.
Jacob Maentel	Question: question: What was Mary Black's scholarship?	Ref: American art	Pred: 	Context: Jacob Maentel or Mental (1763–1863) was a German-American folk artist known for his portrayal of 19th-Century America. Maentel is most notable for his watercolor portrait art that minutely portrayed the décor and dress of early American immigrant communities.Little was known of Maentel's life until American art historian Mary Black reconstructed his life through her scholarship beginning in the 1960s.
Susan Macdowell Eakins	Question: question: What nationality was Susan Hannah Eakins?	Ref: American	Pred: American	Context: Susan Hannah Eakins (née  Macdowell; September 21, 1851 – December 27, 1938) was an American painter and photographer. Her works were first shown at the Pennsylvania Academy of the Fine Arts, where she was a student. She won the Mary Smith Prize there in 1879 and the Charles Toppan prize in 1882. One of her teachers was the artist Thomas Eakins, who later became her husband. She made portrait and still life paintings. She was also known for her photography. After her husband died in 1916, Eakins became a prolific painter. Her works were exhibited in group exhibitions in her lifetime, though her first solo exhibition was held after she died.
Louis Antoine Collas	Question: question: Where was Louis Antoine Collas born?	Ref: Bordeaux	Pred: France	Context: Louis Antoine Collas (Bordeaux, 1775 - Bordeaux, 1856) was a portrait and miniature painter from France. Collas's work primarily consisted of oil paintings and miniature water colors.Collas moved to America in the 1810s. Collas was one of the most influential and important French miniature painters that came to America and New Orleans. He exhibited in the Paris Salon as well as several Academies of Fine Arts in America. Although originally from France, Collas is considered an American artist.
